Session ID,User ID,Vehicle_Variant_ID,Station_Variant_ID,Date,TimeOfDay_ID,Charging Duration (hours),Energy Consumed (kWh),Charging Rate (kW),Charging Cost (USD)
S8823,User_1120,V113,S475,2024-05-28,2,3.267,89.875,27.375,33.72
S9169,User_1292,V7,S355,2024-05-28,3,1.4,63.411,45.239,23.09
S8162,User_798,V122,S485,2024-05-28,3,1.117,5.0,4.474,19.6
S8672,User_1043,V64,S11,2024-05-28,3,2.733,8.864,3.228,24.84
S8693,User_1054,V142,S778,2024-05-28,3,0.617,8.688,13.842,19.26
S8623,User_1020,V17,S739,2024-05-28,3,2.117,62.28,29.41,9.85
S8834,User_1127,V7,S887,2024-05-28,3,2.917,12.26,4.191,18.96
S8490,User_956,V150,S892,2024-05-28,3,2.633,42.543,16.09,28.8
S9105,User_1262,V150,S577,2024-05-28,3,0.517,28.12,52.916,24.67
S7012,User_222,V150,S163,2024-05-28,3,3.2,31.479,9.82,13.59
S7244,User_334,V78,S771,2024-05-28,3,2.467,5.0,2.021,17.43
S7393,User_408,V12,S60,2024-05-28,3,1.45,36.608,25.002,32.43
S8675,User_1045,V58,S205,2024-05-28,3,1.983,34.703,17.417,21.72
S6949,User_191,V126,S14,2024-05-28,3,3.35,54.122,16.094,7.25
S8246,User_835,V74,S1205,2024-05-28,3,2.367,37.446,15.765,21.07
S6767,User_97,V78,S1129,2024-05-28,3,2.117,59.314,27.963,37.4
S6996,User_215,V50,S417,2024-05-28,3,3.783,60.498,15.978,39.61
S6660,User_44,V106,S645,2024-05-28,3,1.0,80.461,79.547,7.0
S7363,User_393,V82,S745,2024-05-28,3,2.933,68.969,23.379,30.98
S8101,User_768,V74,S1184,2024-05-28,1,2.517,43.194,17.112,16.6
S8300,User_862,V110,S1139,2024-05-28,1,0.517,77.041,147.439,16.37
S7258,User_340,V9,S1148,2024-05-28,1,1.65,93.518,56.18,27.93
S6740,User_84,V74,S520,2024-05-28,1,2.217,28.315,12.765,37.05
S7926,User_675,V158,S935,2024-05-28,1,2.75,56.57,20.529,20.55
S7543,User_486,V62,S532,2024-05-28,1,2.317,62.193,26.757,39.47
S6675,User_51,V16,S40,2024-05-28,1,3.983,10.664,2.669,23.43
S7685,User_558,V70,S733,2024-05-28,1,2.567,6.982,2.707,29.22
S6862,User_145,V20,S425,2024-05-28,1,0.883,58.11,65.21,17.25
S7086,User_258,V86,S262,2024-05-28,1,1.267,61.594,48.327,32.69
S9187,User_1303,V48,S1170,2024-05-28,1,3.1,27.146,8.74,12.13
S8548,User_984,V119,S494,2024-05-28,1,1.633,30.405,18.526,9.26
S7023,User_227,V126,S1024,2024-05-28,1,0.833,63.275,74.828,26.26
S8620,User_1019,V131,S735,2024-05-28,1,0.567,40.376,69.797,13.08
S7417,User_420,V16,S444,2024-05-28,4,3.5,40.384,11.536,7.81
S7188,User_308,V16,S344,2024-05-28,4,0.567,43.463,74.648,5.38
S8724,User_1070,V150,S157,2024-05-28,4,1.033,46.636,44.501,39.52
S7039,User_235,V147,S1053,2024-05-28,4,2.6,5.0,1.916,8.74
S7114,User_272,V142,S678,2024-05-28,4,2.617,10.547,4.029,11.33
S8565,User_993,V12,S272,2024-05-28,4,2.55,49.934,19.478,14.67
S8594,User_1007,V119,S1079,2024-05-28,4,1.8,28.978,16.082,24.32
S7423,User_423,V118,S806,2024-05-28,4,1.117,69.076,61.703,30.58
S6727,User_76,V107,S1200,2024-05-28,4,3.4,5.0,1.469,23.26
S9179,User_1298,V54,S934,2024-05-28,4,3.75,25.607,6.804,7.0
S7031,User_232,V147,S543,2024-05-28,4,3.783,35.122,9.268,33.47
S8636,User_1026,V70,S606,2024-05-28,4,2.1,57.348,27.183,32.96
S8086,User_760,V99,S529,2024-05-28,4,2.717,39.363,14.401,23.68
S8420,User_922,V78,S229,2024-05-28,4,2.433,65.236,26.798,25.72
S7056,User_244,V62,S1081,2024-05-28,4,2.217,55.704,24.98,36.15
S10502,User_624,V16,S1144,2024-06-01,4,3.55,22.538,6.325,23.45
S9930,User_350,V70,S496,2024-06-01,4,0.55,88.275,159.841,34.21
S9474,User_121,V122,S165,2024-06-01,4,0.767,81.618,105.631,4.65
S9981,User_373,V122,S1116,2024-06-01,4,1.517,50.193,33.073,27.73
S9491,User_133,V7,S289,2024-06-01,4,0.533,73.547,134.764,33.67
S10946,User_845,V78,S802,2024-06-01,4,2.733,78.177,28.59,26.23
S9597,User_179,V86,S145,2024-06-01,4,2.733,70.808,25.897,41.37
S10372,User_563,V74,S1177,2024-06-01,4,2.883,60.623,20.98,30.07
S11060,User_906,V107,S619,2024-06-01,4,1.45,32.277,22.032,17.98
S10852,User_802,V58,S673,2024-06-01,4,1.967,17.637,8.967,27.02
S11633,User_1195,V82,S624,2024-06-01,4,2.383,37.511,15.634,24.59
S11875,User_1310,V70,S1056,2024-06-01,4,3.867,13.298,3.431,27.4
S9945,User_358,V82,S1074,2024-06-01,2,2.55,58.943,23.061,8.0
S11631,User_1195,V82,S624,2024-06-01,2,2.767,42.797,15.388,25.69
S10993,User_870,V16,S256,2024-06-01,2,3.617,53.98,14.915,33.2
S11590,User_1173,V70,S106,2024-06-01,2,0.55,31.55,55.792,8.5
S9638,User_200,V9,S99,2024-06-01,2,2.117,14.225,6.694,24.82
S11497,User_1128,V74,S1130,2024-06-01,2,1.45,79.202,54.311,8.0
S9508,User_142,V74,S1028,2024-06-01,2,2.033,47.786,23.501,25.41
S10473,User_610,V150,S515,2024-06-01,2,1.617,59.444,36.746,23.41
S11224,User_991,V122,S767,2024-06-01,2,0.75,16.34,21.689,23.97
S9339,User_53,V7,S269,2024-06-01,2,0.583,59.972,100.494,19.85
S11134,User_948,V12,S1031,2024-06-01,2,3.8,23.071,6.07,34.58
S10052,User_407,V160,S716,2024-06-01,2,3.433,71.548,20.835,15.1
S11548,User_1152,V117,S989,2024-06-01,2,2.4,75.924,31.568,42.06
S11012,User_879,V70,S188,2024-06-01,2,3.6,8.447,2.345,22.78
S11619,User_1189,V122,S983,2024-06-01,2,2.217,7.755,3.49,16.28
S11252,User_1004,V12,S397,2024-06-01,2,0.5,38.883,75.299,12.36
S9321,User_44,V106,S645,2024-06-01,2,3.817,87.13,22.764,6.89
S9916,User_342,V7,S657,2024-06-01,2,3.083,45.96,14.887,16.12
S10378,User_566,V9,S551,2024-06-01,2,3.467,84.778,24.367,16.77
S10916,User_831,V23,S196,2024-06-01,2,3.75,56.992,15.194,34.63
S10215,User_483,V119,S85,2024-06-01,2,0.833,35.596,42.711,22.62
S11052,User_900,V62,S421,2024-06-01,2,1.033,34.582,33.09,16.98
S9431,User_97,V78,S1129,2024-06-01,2,3.1,48.624,15.669,36.19
S10113,User_438,V62,S634,2024-06-01,2,2.783,83.839,29.943,30.8
S9268,User_20,V7,S75,2024-06-01,2,0.983,51.757,52.011,7.58
S11082,User_918,V142,S708,2024-06-01,2,3.983,41.743,10.465,34.94
S10145,User_451,V58,S1155,2024-06-01,2,3.067,36.688,11.96,23.32
S11849,User_1296,V126,S609,2024-06-01,2,2.583,64.859,25.06,22.94
S11485,User_1121,V113,S357,2024-06-01,2,1.133,15.0,13.112,37.16
S11701,User_1222,V7,S339,2024-06-01,2,3.917,51.198,13.025,11.55
S11741,User_1244,V119,S1026,2024-06-01,3,1.25,35.984,28.682,20.54
S11334,User_1047,V12,S874,2024-06-01,3,1.083,57.487,52.97,30.16
S9374,User_69,V12,S161,2024-06-01,3,3.683,16.077,4.357,19.59
S10870,User_810,V74,S939,2024-06-01,3,2.567,17.899,6.942,25.35
S11283,User_1021,V147,S980,2024-06-01,3,2.717,33.982,12.49,12.62
S10514,User_633,V9,S1006,2024-06-01,3,0.95,54.564,56.688,36.3
S10992,User_869,V113,S850,2024-06-01,3,1.333,54.88,40.798,42.92
S10845,User_800,V50,S428,2024-06-01,3,2.683,9.956,3.697,36.23
S10302,User_528,V147,S238,2024-06-01,3,3.317,67.591,20.331,27.48
S11320,User_1039,V122,S894,2024-06-01,3,3.717,55.769,14.949,32.44
S11158,User_958,V86,S527,2024-06-01,3,1.9,24.873,12.995,31.31
S9420,User_93,V58,S365,2024-06-01,3,2.117,70.826,33.236,9.92
S9576,User_171,V154,S53,2024-06-01,3,3.983,114.88,28.83,20.42
S9224,User_2,V86,S887,2024-06-01,3,2.983,10.851,3.631,22.43
S9448,User_109,V42,S268,2024-06-01,1,3.5,12.491,3.556,29.73
S9330,User_49,V122,S984,2024-06-01,1,2.717,5.0,1.836,11.96
S9717,User_240,V70,S597,2024-06-01,1,1.683,37.287,22.134,34.98
S9387,User_76,V107,S1200,2024-06-01,1,2.483,5.0,2.013,24.75
S9555,User_161,V44,S588,2024-06-01,1,1.483,44.362,29.67,16.57
S9307,User_38,V78,S1201,2024-06-01,1,1.1,78.475,70.399,17.46
S9946,User_358,V82,S1074,2024-06-01,1,2.017,55.345,27.419,8.04
S11094,User_924,V74,S788,2024-06-01,1,1.717,56.236,32.506,20.55
S11149,User_954,V82,S940,2024-06-01,1,1.467,5.154,3.479,10.61
S9784,User_273,V150,S105,2024-06-01,1,3.533,66.113,18.702,18.94
S11014,User_880,V50,S825,2024-06-01,1,3.383,52.766,15.575,7.06
S10824,User_788,V9,S646,2024-06-01,4,1.467,28.532,19.249,14.44
S10586,User_668,V147,S664,2024-06-01,4,1.65,53.181,32.166,9.68
S11114,User_937,V147,S1093,2024-06-01,4,3.383,5.876,1.73,31.88
S10622,User_688,V152,S153,2024-06-01,4,2.117,5.0,2.356,37.78
S9232,User_6,V107,S645,2024-06-01,4,1.75,42.645,24.278,38.78
S10901,User_825,V160,S416,2024-06-01,4,2.35,62.542,26.5,12.49
S9751,User_256,V42,S812,2024-06-01,4,0.517,76.217,144.722,38.57
S10271,User_512,V12,S779,2024-06-01,4,2.167,33.074,15.185,8.51
S9855,User_311,V154,S392,2024-06-01,4,2.933,5.0,1.696,31.82
S11136,User_948,V12,S1031,2024-06-01,4,1.967,22.963,11.611,33.13
S10015,User_389,V150,S162,2024-06-01,4,2.467,75.355,30.471,31.73
S11051,User_899,V142,S1121,2024-06-01,4,2.967,71.805,24.191,40.05
S11647,User_1200,V107,S431,2024-06-01,4,2.367,12.899,5.418,32.53
S11626,User_1192,V150,S70,2024-06-01,4,1.1,64.796,58.499,11.06
S10535,User_643,V82,S479,2024-06-01,4,3.583,67.309,18.699,28.13
S9678,User_223,V40,S217,2024-06-01,4,1.833,36.105,19.567,12.07
S11678,User_1214,V18,S1150,2024-06-01,4,2.433,37.381,15.336,40.16
S11511,User_1133,V86,S625,2024-06-01,4,3.6,51.662,14.313,13.77
S11815,User_1278,V78,S384,2024-06-01,4,0.883,29.358,32.63,24.67
S10325,User_541,V147,S672,2024-06-01,4,0.833,30.947,36.882,29.0
S11614,User_1185,V74,S709,2024-06-02,4,0.683,5.0,7.262,11.94
S10691,User_722,V62,S639,2024-06-02,4,1.05,65.794,62.405,8.96
S9262,User_17,V22,S294,2024-06-02,4,0.983,25.72,25.906,16.12
S10685,User_718,V107,S281,2024-06-02,4,3.617,17.289,4.765,39.14
S11277,User_1017,V86,S998,2024-06-02,4,1.4,74.161,52.759,34.04
S10263,User_508,V12,S1123,2024-06-02,4,0.533,65.762,121.78,25.26
S11312,User_1034,V51,S592,2024-06-02,4,0.9,27.61,30.41,22.86
S10358,User_556,V70,S525,2024-06-02,4,0.8,14.826,18.235,24.46
S11462,User_1110,V42,S591,2024-06-02,4,1.633,21.865,13.27,6.13
S9621,User_191,V126,S14,2024-06-02,4,3.567,76.06,21.301,8.09
S11402,User_1079,V51,S204,2024-06-02,4,3.867,58.982,15.231,18.5
S11671,User_1211,V86,S858,2024-06-02,4,1.283,8.07,6.208,15.07
S11281,User_1020,V17,S739,2024-06-02,4,2.117,68.157,32.097,9.07
S9529,User_151,V142,S837,2024-06-02,4,3.9,28.114,7.199,15.34
S10746,User_750,V55,S1165,2024-06-02,4,3.717,67.562,18.101,15.72
S11098,User_926,V51,S1189,2024-06-02,4,3.9,36.827,9.43,15.97
S11611,User_1183,V86,S756,2024-06-02,4,3.683,8.121,2.199,31.17
S9495,User_135,V41,S480,2024-06-02,4,3.033,38.214,12.553,43.04
S11506,User_1131,V127,S437,2024-06-02,4,1.183,30.605,25.825,8.41
S9273,User_23,V12,S117,2024-06-02,4,2.417,52.659,21.739,15.49
S9702,User_233,V28,S488,2024-06-02,4,2.85,81.615,28.568,32.85
S10928,User_838,V107,S223,2024-06-02,4,0.567,58.742,101.556,9.26
S9682,User_224,V12,S1190,2024-06-02,2,2.117,13.726,6.484,25.29
S9619,User_191,V126,S14,2024-06-02,2,3.683,71.869,19.462,7.56
S11310,User_1033,V160,S864,2024-06-02,2,3.267,85.308,26.037,42.91
S10783,User_768,V74,S1184,2024-06-02,2,1.383,55.847,40.126,16.5
S10386,User_571,V113,S905,2024-06-02,2,2.917,36.802,12.599,17.26
S11374,User_1066,V9,S516,2024-06-02,2,1.733,70.646,40.532,5.69
S11567,User_1164,V12,S822,2024-06-02,2,1.3,29.61,22.573,16.67
S11627,User_1193,V82,S206,2024-06-02,2,2.533,16.529,6.524,19.24
S9704,User_234,V12,S486,2024-06-02,2,2.4,72.49,30.05,8.71
S11000,User_873,V154,S906,2024-06-02,2,3.45,46.546,13.449,12.62
S10585,User_668,V147,S664,2024-06-02,2,0.867,74.12,84.951,9.46
S9662,User_213,V56,S1009,2024-06-02,2,2.333,74.689,31.99,13.91
S11078,User_916,V82,S792,2024-06-02,2,2.25,56.379,24.947,32.1
S11399,User_1078,V78,S324,2024-06-02,2,2.1,35.029,16.56,30.25
S10989,User_868,V78,S914,2024-06-02,2,3.233,37.546,11.599,18.46
S11797,User_1269,V154,S979,2024-06-02,2,3.133,27.776,8.839,11.03
S9837,User_301,V76,S1050,2024-06-02,2,0.65,48.994,73.86,10.29
S9451,User_110,V58,S1060,2024-06-02,2,1.05,5.0,4.689,13.62
S9817,User_290,V12,S1104,2024-06-02,2,3.483,58.231,16.713,16.16
S9471,User_120,V114,S1098,2024-06-02,2,1.4,52.843,37.467,15.88
S11514,User_1135,V51,S817,2024-06-02,2,3.533,35.418,10.0,7.19
S9239,User_9,V50,S1055,2024-06-02,2,2.017,44.227,21.845,30.44
S9509,User_143,V12,S303,2024-06-02,2,1.45,45.241,30.961,28.18
S10159,User_458,V62,S992,2024-06-02,2,1.367,68.896,49.974,13.16
S9589,User_175,V7,S197,2024-06-02,3,1.333,59.592,44.164,34.79
S10006,User_385,V82,S772,2024-06-02,3,3.783,5.0,1.321,25.93
S11317,User_1037,V113,S207,2024-06-02,3,1.5,6.395,4.234,8.7
S10479,User_614,V42,S754,2024-06-02,3,1.767,5.0,2.81,23.1
S11406,User_1081,V142,S675,2024-06-02,3,1.733,23.206,13.359,17.23
S10454,User_601,V58,S232,2024-06-02,3,2.933,14.306,4.865,27.78
S9639,User_201,V113,S655,2024-06-02,3,3.5,72.667,20.692,14.05
S9462,User_116,V86,S319,2024-06-02,3,2.183,31.038,14.164,17.01
S10425,User_588,V150,S683,2024-06-02,3,2.483,36.91,14.79,21.68
S9263,User_18,V70,S6,2024-06-02,3,0.633,24.097,38.017,6.92
S11527,User_1141,V82,S296,2024-06-02,3,3.717,50.55,13.541,42.71
S11432,User_1094,V113,S260,2024-06-02,3,3.583,38.964,10.865,5.44
S11096,User_925,V51,S273,2024-06-02,3,3.45,18.927,5.467,31.44
S10088,User_424,V122,S882,2024-06-02,3,0.767,74.11,95.465,26.19
S11646,User_1200,V107,S431,2024-06-02,3,0.7,13.83,19.508,32.54
S10980,User_864,V122,S993,2024-06-02,3,0.733,5.262,7.161,26.12
S11106,User_931,V113,S550,2024-06-02,3,1.6,20.668,12.822,20.74
S10414,User_584,V150,S865,2024-06-02,3,2.65,35.267,13.272,41.16
S11544,User_1149,V126,S173,2024-06-02,3,0.617,85.62,136.448,30.52
S10285,User_520,V43,S411,2024-06-02,3,1.9,18.191,9.536,32.81
S10181,User_468,V51,S405,2024-06-02,3,0.583,53.772,92.081,5.42
S9959,User_363,V16,S263,2024-06-02,1,3.833,5.617,1.463,15.84
S9371,User_68,V122,S845,2024-06-02,1,3.05,63.309,20.713,14.47
S10400,User_577,V122,S187,2024-06-02,1,0.5,5.0,9.888,19.75
S11649,User_1201,V119,S1044,2024-06-02,1,3.167,74.771,23.496,32.15
S11300,User_1029,V16,S786,2024-06-02,1,1.95,19.719,10.043,10.3
S9296,User_33,V23,S287,2024-06-02,1,1.75,15.608,8.894,26.16
S9340,User_54,V74,S353,2024-06-02,1,2.533,60.81,23.959,32.35
S10679,User_716,V23,S584,2024-06-02,1,1.567,24.211,15.427,38.09
S10785,User_769,V78,S1096,2024-06-02,1,1.183,54.888,46.353,28.39
S10211,User_481,V160,S107,2024-06-02,1,3.517,29.65,8.421,15.37
S9960,User_364,V70,S457,2024-06-02,1,1.05,46.484,44.014,7.08
S10078,User_420,V16,S444,2024-06-02,1,3.883,49.092,12.625,7.47
S10625,User_689,V160,S72,2024-06-02,1,1.317,85.94,65.03,30.82
S9385,User_75,V82,S658,2024-06-02,1,2.35,58.55,24.764,19.44
S10719,User_734,V119,S631,2024-06-02,1,2.533,57.176,22.444,36.69
S10279,User_516,V58,S233,2024-06-02,1,0.767,7.257,9.312,42.24
S10266,User_511,V42,S765,2024-06-02,1,2.233,39.509,17.585,33.03
S11523,User_1139,V9,S301,2024-06-02,1,2.8,78.904,28.066,15.35
S9743,User_251,V150,S57,2024-06-02,1,2.75,20.716,7.521,28.81
S9464,User_116,V86,S319,2024-06-02,1,2.933,23.311,7.909,16.03
S10463,User_605,V51,S840,2024-06-02,1,0.767,56.919,73.806,13.4
S11016,User_881,V9,S982,2024-06-02,1,2.2,36.516,16.574,38.4
S11644,User_1199,V23,S1070,2024-06-02,4,1.767,31.417,17.715,28.55
S11734,User_1239,V154,S208,2024-06-02,4,3.5,89.791,25.576,40.54
S11453,User_1105,V58,S41,2024-06-02,4,3.133,14.064,4.477,36.85
S10782,User_768,V74,S1184,2024-06-02,4,0.567,57.336,101.126,15.89
S11165,User_962,V122,S1195,2024-06-03,4,3.017,65.204,21.509,32.48
S11234,User_995,V78,S773,2024-06-03,4,0.533,59.874,109.806,26.74
S11415,User_1085,V26,S322,2024-06-03,4,1.533,5.0,3.258,6.05
S9407,User_86,V160,S891,2024-06-03,4,1.383,19.222,13.855,16.46
S9562,User_164,V147,S747,2024-06-03,4,3.717,77.612,20.791,9.79
S9310,User_39,V154,S500,2024-06-03,4,1.233,60.011,48.302,26.04
S10959,User_854,V122,S277,2024-06-03,4,1.35,67.758,49.638,11.98
S9755,User_259,V122,S579,2024-06-03,4,3.0,5.455,1.815,9.11
S9231,User_6,V107,S645,2024-06-03,4,0.65,50.869,76.325,34.11
S11143,User_951,V9,S124,2024-06-03,4,2.083,37.128,17.786,32.7
S10638,User_694,V154,S1113,2024-06-03,4,3.867,54.929,14.17,9.28
S10834,User_794,V119,S1,2024-06-03,4,1.933,71.317,36.779,24.97
S10882,User_816,V7,S1094,2024-06-03,4,3.767,7.424,1.964,29.27
S9991,User_377,V16,S774,2024-06-03,4,1.133,10.154,8.903,0.25
S11730,User_1237,V147,S379,2024-06-03,4,2.567,5.0,1.941,29.16
S9996,User_380,V86,S378,2024-06-03,4,2.117,15.073,7.097,14.08
S10120,User_441,V142,S787,2024-06-03,4,2.333,7.205,3.077,23.27
S9931,User_351,V113,S231,2024-06-03,4,3.533,63.248,17.848,38.28
S9415,User_91,V42,S478,2024-06-03,4,2.15,23.021,10.675,14.68
S9566,User_166,V122,S1002,2024-06-03,4,3.517,13.692,3.883,33.76
S11036,User_891,V119,S1101,2024-06-03,2,0.517,47.22,91.011,27.5
S10087,User_424,V122,S882,2024-06-03,2,0.667,70.688,104.428,29.01
S10652,User_702,V51,S796,2024-06-03,2,2.817,5.0,1.773,24.72
S10560,User_655,V70,S127,2024-06-03,2,3.733,79.269,21.176,7.82
S10359,User_557,V51,S904,2024-06-03,2,3.933,63.696,16.182,2.44
S9422,User_94,V51,S1095,2024-06-03,2,0.517,69.253,131.765,22.45
S10421,User_586,V70,S325,2024-06-03,2,0.517,49.328,93.56,28.61
S10206,User_480,V80,S671,2024-06-03,2,3.483,81.55,23.383,38.61
S11845,User_1294,V113,S30,2024-06-03,2,1.65,8.673,5.253,20.92
S9679,User_223,V40,S217,2024-06-03,2,1.383,42.045,30.116,13.58
S10619,User_686,V150,S876,2024-06-03,2,3.917,61.337,15.597,23.91
S11301,User_1029,V16,S786,2024-06-03,2,2.833,16.96,5.982,11.14
S11499,User_1128,V74,S1130,2024-06-03,2,3.0,75.097,25.019,8.36
S10867,User_809,V150,S1052,2024-06-03,2,1.067,78.109,72.354,12.79
S10276,User_515,V9,S929,2024-06-03,2,3.233,26.462,8.153,41.01
S11198,User_978,V113,S1040,2024-06-03,2,1.383,66.691,47.695,14.93
S9707,User_236,V119,S857,2024-06-03,2,1.267,10.817,8.447,34.14
S9409,User_87,V147,S786,2024-06-03,2,2.133,41.101,19.184,17.33
S9833,User_298,V51,S800,2024-06-03,2,3.633,31.957,8.776,25.71
S11264,User_1010,V107,S216,2024-06-03,2,1.917,59.407,30.765,6.51
S10172,User_464,V122,S713,2024-06-03,2,1.55,27.687,17.801,31.41
S11001,User_874,V16,S1168,2024-06-03,2,3.617,86.206,23.736,21.09
S9973,User_370,V82,S559,2024-06-03,2,2.067,53.286,25.768,32.68
S11778,User_1261,V86,S222,2024-06-03,2,3.717,54.29,14.595,39.09
S10154,User_456,V113,S372,2024-06-03,2,1.833,75.576,40.974,32.92
S9237,User_8,V51,S556,2024-06-03,2,1.483,45.579,30.644,9.2
S11556,User_1156,V36,S306,2024-06-03,2,3.6,42.736,11.846,11.78
S9625,User_194,V113,S207,2024-06-03,2,2.383,40.469,16.957,41.46
S9716,User_239,V78,S249,2024-06-03,2,2.983,5.0,1.669,23.12
S10983,User_865,V58,S584,2024-06-03,2,3.433,41.057,11.957,32.29
S11241,User_999,V33,S386,2024-06-03,2,0.533,49.865,92.429,26.74
S10460,User_604,V9,S1072,2024-06-03,2,3.267,30.22,9.217,36.84
S10320,User_538,V50,S239,2024-06-03,2,0.983,38.435,38.744,30.92
S9477,User_123,V74,S320,2024-06-03,2,0.8,21.118,26.176,18.06
S10230,User_492,V82,S633,2024-06-03,2,1.217,39.249,31.899,7.94
S9723,User_243,V147,S1051,2024-06-03,2,1.6,6.296,3.906,26.39
S11510,User_1133,V86,S625,2024-06-03,3,3.0,56.897,18.887,13.93
S11895,User_1320,V129,S82,2024-06-03,3,3.7,59.671,16.092,10.43
S10485,User_617,V7,S441,2024-06-03,3,3.717,5.0,1.344,18.4
S10872,User_811,V16,S531,2024-06-03,3,1.917,92.84,48.24,34.1
S10476,User_612,V147,S1186,2024-06-03,3,1.817,75.307,41.177,34.86
S10720,User_735,V147,S1127,2024-06-03,3,2.967,64.729,21.807,25.98
S9265,User_18,V70,S6,2024-06-03,3,3.45,19.866,5.75,6.69
S9651,User_207,V82,S34,2024-06-03,3,0.55,77.977,138.411,12.04
S10484,User_616,V50,S426,2024-06-03,3,2.283,81.381,35.55,29.25
S10825,User_789,V154,S1142,2024-06-03,3,1.4,56.787,40.502,26.0
S10468,User_608,V150,S88,2024-06-03,3,1.517,50.679,33.075,12.43
S9288,User_30,V12,S907,2024-06-03,3,0.817,47.707,57.866,35.53
S11107,User_932,V167,S334,2024-06-03,3,1.517,5.0,3.27,42.78
S9381,User_74,V112,S846,2024-06-03,3,0.817,11.627,14.118,13.72
S11274,User_1016,V147,S727,2024-06-03,3,3.05,55.182,18.047,33.9
S9336,User_52,V7,S1080,2024-06-03,3,1.45,49.134,33.761,29.94
S10050,User_406,V74,S533,2024-06-03,3,3.183,5.0,1.57,22.83
S11090,User_922,V78,S229,2024-06-03,3,1.083,67.255,61.861,27.76
S9305,User_37,V51,S946,2024-06-03,3,2.183,44.491,20.224,16.07
S10672,User_713,V119,S410,2024-06-03,3,0.967,50.772,52.152,11.89
S9323,User_45,V119,S917,2024-06-03,3,2.167,5.0,2.299,30.44
S9986,User_375,V142,S125,2024-06-03,3,1.85,26.259,14.107,28.12
S9256,User_15,V16,S1196,2024-06-03,1,2.933,14.64,4.964,19.69
S10455,User_602,V7,S1085,2024-06-03,1,2.017,22.73,11.193,28.55
S11049,User_897,V142,S718,2024-06-03,1,3.383,42.551,12.536,11.47
S10811,User_782,V142,S440,2024-06-03,1,2.817,39.203,13.87,28.79
S9976,User_371,V126,S108,2024-06-03,1,3.933,5.0,1.268,36.19
S10398,User_576,V86,S350,2024-06-03,1,2.333,5.0,2.129,13.89
S11542,User_1148,V16,S359,2024-06-03,1,1.85,67.05,36.242,22.67
S9493,User_134,V82,S89,2024-06-03,1,3.25,37.401,11.48,24.6
S9798,User_280,V51,S547,2024-06-03,4,1.8,12.165,6.737,17.14
S11159,User_959,V62,S752,2024-06-03,4,2.95,61.55,20.834,20.37
S9338,User_53,V7,S269,2024-06-03,4,2.367,76.85,32.33,19.26
S10524,User_637,V150,S155,2024-06-03,4,1.95,23.311,11.869,41.84
S9492,User_133,V7,S289,2024-06-03,4,2.183,75.385,34.331,34.13
S9883,User_326,V147,S436,2024-06-03,4,0.9,17.392,19.147,25.83
S10962,User_855,V9,S337,2024-06-03,4,3.15,52.964,16.739,19.64
S11490,User_1123,V82,S195,2024-06-03,4,2.483,5.0,2.011,10.9
S11412,User_1084,V122,S498,2024-06-03,4,0.583,80.713,135.05,24.4
S11623,User_1191,V70,S33,2024-06-03,4,2.333,5.0,2.138,8.52
S9466,User_117,V122,S836,2024-06-03,4,1.067,16.643,15.469,23.38
S11248,User_1003,V12,S81,2024-06-04,4,1.2,32.942,27.376,25.75
S9936,User_353,V147,S237,2024-06-04,4,0.95,68.94,71.754,34.15
S10808,User_781,V115,S881,2024-06-04,4,3.45,14.975,4.338,20.17
S10823,User_788,V9,S646,2024-06-04,4,3.467,27.784,8.003,14.88
S11211,User_985,V50,S234,2024-06-04,4,1.567,7.953,5.064,23.88
S10143,User_449,V164,S630,2024-06-04,4,0.65,6.244,9.391,20.39
S9548,User_158,V71,S132,2024-06-04,4,2.7,27.293,10.093,22.8
S9975,User_370,V82,S559,2024-06-04,4,1.533,54.691,35.621,36.3
S10671,User_712,V74,S909,2024-06-04,4,1.667,13.403,7.98,34.74
S10150,User_454,V74,S73,2024-06-04,4,0.633,20.887,32.297,27.63
S11220,User_989,V62,S1193,2024-06-04,4,2.05,87.294,42.418,9.31
S11155,User_957,V93,S901,2024-06-04,4,3.517,10.481,2.975,19.36
S10036,User_399,V9,S760,2024-06-04,4,0.867,50.473,57.735,37.98
S11194,User_976,V23,S736,2024-06-04,4,1.7,5.0,2.924,32.38
S11269,User_1012,V42,S693,2024-06-04,4,1.533,50.308,32.579,34.06
S11027,User_888,V70,S947,2024-06-04,4,2.95,61.589,20.812,34.98
S11125,User_942,V74,S936,2024-06-04,4,1.983,78.182,39.133,38.54
S10662,User_708,V65,S358,2024-06-04,4,3.833,47.729,12.41,14.74
S10419,User_585,V61,S820,2024-06-04,4,2.95,75.866,25.656,23.27
S10068,User_415,V147,S134,2024-06-04,4,0.75,48.564,63.431,12.48
S9579,User_172,V160,S562,2024-06-04,2,1.217,13.798,11.316,28.76
S11203,User_981,V42,S170,2024-06-04,2,1.217,62.67,50.932,6.24
S9298,User_34,V147,S327,2024-06-04,2,2.817,63.024,22.303,19.1
S9698,User_232,V147,S543,2024-06-04,2,0.9,39.689,44.072,36.0
S9846,User_306,V12,S474,2024-06-04,2,1.917,19.559,10.151,16.55
S10923,User_835,V74,S1205,2024-06-04,2,1.6,42.911,26.652,23.69
S10600,User_675,V158,S935,2024-06-04,2,0.883,53.787,60.148,20.57
S10568,User_659,V160,S460,2024-06-04,2,3.083,60.478,19.596,13.86
